date,branch_id,branch_name,city,total_orders,total_customers,dine_in_orders,takeaway_orders,gross_revenue,discount_amount,net_revenue,food_cost,packaging_cost,labor_cost,overhead_cost,marketing_cost,total_cost,gross_profit,gross_margin_pct,avg_order_value,avg_prep_time_min,complaints_count,refunds_amount
2025-04-19,B002,Falcon QSR Lahore,Lahore,321,346,171,150,259525.0,8099.21,251425.79,199444.09,21062.0,211.48,144.78,0.0,222227.62,29198.17,0.1161,783.26,13.42,7,1365.28
2025-04-20,B002,Falcon QSR Lahore,Lahore,362,384,202,160,286895.0,8812.7,278082.3,211576.52,21129.0,197.59,151.79,0.0,234446.67,43635.63,0.1569,768.18,12.38,8,1391.77
2025-04-21,B002,Falcon QSR Lahore,Lahore,275,303,147,128,241695.0,12834.24,228860.76,180557.63,17726.0,185.6,146.7,0.0,200472.18,28388.59,0.124,832.22,16.59,6,1856.25
2025-04-22,B002,Falcon QSR Lahore,Lahore,286,320,158,128,189960.0,8812.62,181147.38,144410.39,15845.0,198.82,153.59,0.0,161665.75,19481.64,0.1075,633.38,15.9,6,1057.95
2025-04-23,B002,Falcon QSR Lahore,Lahore,302,317,157,145,238990.0,10570.31,228419.69,176274.06,19218.0,203.77,153.37,0.0,196730.36,31689.33,0.1387,756.36,17.56,5,881.17
2025-04-24,B002,Falcon QSR Lahore,Lahore,300,312,163,137,208880.0,5622.8,203257.2,159578.5,17332.0,201.06,153.39,0.0,178817.85,24439.35,0.1202,677.52,14.95,7,1552.9
2025-04-25,B002,Falcon QSR Lahore,Lahore,317,332,180,137,229425.0,2294.25,227130.75,171057.82,17928.0,210.6,152.84,0.0,189935.63,37195.12,0.1638,716.5,14.81,5,586.36
2025-04-26,B002,Falcon QSR Lahore,Lahore,350,379,186,164,285685.0,12611.29,273073.71,213413.04,21346.0,208.18,148.99,0.0,237303.15,35770.56,0.131,780.21,13.75,4,2186.94
2025-04-27,B002,Falcon QSR Lahore,Lahore,408,427,232,176,310210.0,16240.82,293969.18,234875.06,23735.0,212.86,150.5,0.0,260440.3,33528.88,0.1141,720.51,15.47,10,1466.87
2025-04-28,B002,Falcon QSR Lahore,Lahore,350,363,184,166,281325.0,8725.09,272599.91,206034.79,22322.0,201.1,144.44,0.0,231007.69,41592.22,0.1526,778.86,16.37,4,2305.36
2025-04-29,B002,Falcon QSR Lahore,Lahore,299,329,151,148,238990.0,12088.45,226901.55,180403.43,18635.0,207.96,146.54,0.0,201089.08,25812.47,0.1138,758.87,12.3,7,1696.15
2025-04-30,B002,Falcon QSR Lahore,Lahore,294,328,156,138,227290.0,11610.04,215679.96,169499.0,17804.0,192.44,142.5,0.0,189055.19,26624.77,0.1234,733.61,12.39,6,1417.25
2025-05-01,B002,Falcon QSR Lahore,Lahore,323,347,176,147,283730.0,10517.66,273212.34,211258.34,20292.0,189.73,156.6,7802.57,243798.64,29413.7,0.1077,845.86,13.62,7,4099.41
2025-05-02,B002,Falcon QSR Lahore,Lahore,299,316,130,169,256270.0,15930.63,240339.37,192955.65,20101.0,206.47,167.19,5043.98,220107.18,20232.19,0.0842,803.81,18.23,8,1632.88
2025-05-03,B002,Falcon QSR Lahore,Lahore,402,439,226,176,261135.0,10345.8,250789.2,196559.18,21872.0,213.52,154.97,4839.64,225263.89,25525.31,0.1018,623.85,14.4,10,1624.58
2025-05-04,B002,Falcon QSR Lahore,Lahore,365,395,200,165,287810.0,15722.16,272087.84,215521.79,22074.0,209.73,161.45,7026.39,247494.75,24593.09,0.0904,745.45,14.49,4,2501.38
2025-05-05,B002,Falcon QSR Lahore,Lahore,298,312,151,147,231670.0,10793.23,220876.77,170498.57,18634.0,200.74,160.9,3797.65,194245.74,26631.03,0.1206,741.2,16.43,10,953.88
2025-05-06,B002,Falcon QSR Lahore,Lahore,307,326,166,141,259315.0,16163.11,243151.89,191968.87,19047.0,205.7,159.53,8124.48,221079.24,22072.64,0.0908,792.03,12.84,3,1573.67
2025-05-07,B002,Falcon QSR Lahore,Lahore,315,330,168,147,224595.0,16177.91,208417.09,166041.89,17121.0,207.69,164.97,9250.08,194096.03,14321.06,0.0687,661.64,16.58,9,1310.4
2025-05-08,B002,Falcon QSR Lahore,Lahore,257,282,112,145,162835.0,13414.06,149420.94,120829.03,15906.0,205.59,158.6,5860.66,144258.47,5162.47,0.0345,581.4,9.07,4,1298.59
2025-05-09,B002,Falcon QSR Lahore,Lahore,307,328,175,132,242170.0,21974.57,220195.43,181206.51,17934.0,216.37,158.15,3983.35,204286.01,15909.42,0.0723,717.25,14.44,7,787.63
2025-05-10,B002,Falcon QSR Lahore,Lahore,356,388,188,168,264000.0,15997.66,248002.34,195140.34,22002.0,196.68,160.66,3896.43,222487.45,25514.89,0.1029,696.64,13.78,5,1091.33
2025-05-11,B002,Falcon QSR Lahore,Lahore,394,418,217,177,307195.0,20137.03,287057.97,224372.49,23944.0,206.46,153.94,4246.75,255219.47,31838.5,0.1109,728.57,15.03,10,2295.83
2025-05-12,B002,Falcon QSR Lahore,Lahore,273,300,144,129,214610.0,11366.55,203243.45,158944.46,16385.0,209.81,154.09,4732.9,181486.86,21756.59,0.107,744.48,11.38,6,1060.6
2025-05-13,B002,Falcon QSR Lahore,Lahore,275,290,122,153,252815.0,10846.66,241968.34,188844.6,19695.0,206.91,165.53,5256.94,216270.78,25697.55,0.1062,879.88,14.75,6,2101.81
2025-05-14,B002,Falcon QSR Lahore,Lahore,278,294,118,160,224530.0,5598.32,218931.68,168884.7,19156.0,204.65,164.81,5674.6,195070.7,23860.98,0.109,787.52,10.64,3,985.94
2025-05-15,B002,Falcon QSR Lahore,Lahore,299,326,154,145,215765.0,8859.57,206905.43,160859.73,18127.0,208.74,163.77,7219.79,188800.27,18105.16,0.0875,691.99,11.23,7,2221.22
2025-05-16,B002,Falcon QSR Lahore,Lahore,299,317,162,137,220560.0,10673.61,209886.39,163779.41,17965.0,218.16,162.98,8243.82,192537.39,17349.0,0.0827,701.96,18.7,10,2168.02
2025-05-17,B002,Falcon QSR Lahore,Lahore,351,396,196,155,250285.0,18258.61,232026.39,185620.17,20488.0,219.12,153.81,9538.38,217938.45,14087.94,0.0607,661.04,16.33,4,1918.97
2025-05-18,B002,Falcon QSR Lahore,Lahore,329,359,178,151,225635.0,12488.97,213146.03,166497.75,19100.0,218.68,159.41,9386.53,196917.29,16228.74,0.0761,647.86,14.39,6,1554.92
2025-05-19,B002,Falcon QSR Lahore,Lahore,274,307,147,127,215750.0,12750.48,202999.52,159679.93,16557.0,185.7,154.52,7755.96,185827.76,17171.77,0.0846,740.87,13.5,5,1494.65
2025-05-20,B002,Falcon QSR Lahore,Lahore,293,319,176,117,215780.0,6930.58,208849.42,159672.19,16166.0,191.83,166.52,3379.67,181905.12,26944.31,0.129,712.8,20.38,6,2328.9
2025-05-21,B002,Falcon QSR Lahore,Lahore,278,293,162,116,211480.0,3806.64,207673.36,160879.48,15264.0,206.42,165.23,4094.24,183015.35,24658.01,0.1187,747.03,15.62,6,2405.97
2025-05-22,B002,Falcon QSR Lahore,Lahore,266,281,141,125,196225.0,6995.25,189229.75,148560.55,15880.0,196.79,156.47,8037.37,173519.23,15710.52,0.083,711.39,17.63,6,688.04
2025-05-23,B002,Falcon QSR Lahore,Lahore,291,319,160,131,232735.0,10108.53,222626.47,174455.96,18049.0,204.67,161.63,8624.69,202840.65,19785.82,0.0889,765.04,14.04,6,1344.7
2025-05-24,B002,Falcon QSR Lahore,Lahore,346,380,196,150,251940.0,16075.49,235864.51,182240.75,19945.0,214.21,166.76,7279.56,211562.9,24301.61,0.103,681.69,17.2,9,1716.61
2025-05-25,B002,Falcon QSR Lahore,Lahore,353,385,183,170,273610.0,19873.33,253736.67,201390.1,21941.0,219.3,165.76,6076.28,230398.14,23338.53,0.092,718.8,18.03,5,605.7
2025-05-26,B002,Falcon QSR Lahore,Lahore,296,325,164,132,213105.0,9951.69,203153.31,156462.44,16949.0,206.12,160.2,7910.1,183163.97,19989.34,0.0984,686.33,10.46,8,1476.11
2025-05-27,B002,Falcon QSR Lahore,Lahore,330,373,171,159,225790.0,9285.86,216504.14,165781.02,18529.0,208.58,156.79,4193.92,190511.98,25992.17,0.1201,656.07,13.18,7,1642.67
2025-05-28,B002,Falcon QSR Lahore,Lahore,285,311,112,173,198690.0,10783.77,187906.23,145372.23,19234.0,209.56,165.16,5443.75,171794.6,16111.63,0.0857,659.32,14.57,5,1369.9
2025-05-29,B002,Falcon QSR Lahore,Lahore,334,375,180,154,258920.0,19039.9,239880.1,190434.96,20279.0,203.44,164.37,8137.81,220945.33,18934.77,0.0789,718.2,13.37,11,1725.75
2025-05-30,B002,Falcon QSR Lahore,Lahore,337,385,186,151,250505.0,12483.09,238021.91,184891.73,19938.0,203.84,155.61,9533.49,215905.75,22116.16,0.0929,706.3,13.48,10,1183.09
2025-05-31,B002,Falcon QSR Lahore,Lahore,378,416,206,172,283105.0,14480.08,268624.92,211741.83,22486.0,199.17,160.24,8619.86,245353.24,23271.69,0.0866,710.65,18.5,9,2146.14
2025-06-01,B002,Falcon QSR Lahore,Lahore,370,407,198,172,255830.0,13329.16,242500.84,188318.74,21246.0,219.68,158.84,0.0,212002.92,30497.92,0.1258,655.41,14.82,12,2059.65
2025-06-02,B002,Falcon QSR Lahore,Lahore,285,311,156,129,217340.0,6825.5,210514.5,161502.56,16905.0,196.41,167.0,0.0,180118.08,30396.42,0.1444,738.65,16.66,4,1347.1
2025-06-03,B002,Falcon QSR Lahore,Lahore,299,309,133,166,240755.0,13831.81,226923.19,181041.84,19979.0,202.88,163.67,0.0,203669.06,23254.12,0.1025,758.94,15.89,6,2281.68
2025-06-04,B002,Falcon QSR Lahore,Lahore,285,302,153,132,206845.0,9815.16,197029.84,151636.97,16472.0,197.04,166.54,0.0,170603.43,26426.41,0.1341,691.33,12.05,4,2130.88
2025-06-05,B002,Falcon QSR Lahore,Lahore,302,319,164,138,221775.0,10619.67,211155.33,164201.54,17974.0,186.07,159.74,0.0,183553.78,27601.56,0.1307,699.19,15.49,6,1032.42
2025-06-06,B002,Falcon QSR Lahore,Lahore,278,292,156,122,201250.0,9865.93,191384.07,148353.56,15611.0,215.66,153.97,0.0,166113.19,25270.89,0.132,688.43,16.79,7,1779.0
2025-06-07,B002,Falcon QSR Lahore,Lahore,314,321,139,175,226675.0,10358.23,216316.77,166871.26,20376.0,199.62,159.62,0.0,189904.9,26411.87,0.1221,688.91,13.78,6,2298.4
2025-06-08,B002,Falcon QSR Lahore,Lahore,367,393,199,168,303305.0,7685.36,295619.64,221822.04,23053.0,216.89,161.98,0.0,247065.08,48554.57,0.1642,805.5,16.52,5,1811.17
2025-06-09,B002,Falcon QSR Lahore,Lahore,280,296,152,128,200785.0,12089.96,188695.04,150916.11,16398.0,191.55,156.7,0.0,167902.64,20792.4,0.1102,673.91,14.89,6,240.28
2025-06-10,B002,Falcon QSR Lahore,Lahore,280,312,149,131,229775.0,7493.08,222281.92,174024.61,16660.0,197.83,156.67,0.0,192809.69,29472.22,0.1326,793.86,14.74,7,1770.58
2025-06-11,B002,Falcon QSR Lahore,Lahore,304,342,173,131,231135.0,8541.02,222593.98,169566.58,17919.0,191.88,166.84,0.0,190431.08,32162.9,0.1445,732.22,14.58,6,2586.79
2025-06-12,B002,Falcon QSR Lahore,Lahore,290,303,146,144,222565.0,10021.63,212543.37,162859.58,17761.0,209.53,157.99,0.0,182437.86,30105.51,0.1416,732.91,14.26,5,1449.76
2025-06-13,B002,Falcon QSR Lahore,Lahore,290,311,165,125,195555.0,9799.87,185755.13,141008.52,16065.0,212.78,164.08,0.0,159349.9,26405.22,0.1422,640.53,16.6,5,1899.52
2025-06-14,B002,Falcon QSR Lahore,Lahore,360,394,189,171,242010.0,10394.72,231615.28,178228.98,20542.0,213.56,164.3,0.0,201070.65,30544.64,0.1319,643.38,15.29,9,1921.81
2025-06-15,B002,Falcon QSR Lahore,Lahore,354,381,189,165,258245.0,16208.37,242036.63,192593.34,21150.0,196.6,164.41,0.0,215277.33,26759.29,0.1106,683.72,14.17,6,1172.98
2025-06-16,B002,Falcon QSR Lahore,Lahore,251,267,113,138,182440.0,11972.93,170467.07,136298.29,15909.0,190.8,167.44,0.0,154002.53,16464.55,0.0966,679.15,14.89,3,1436.99
2025-06-17,B002,Falcon QSR Lahore,Lahore,270,293,141,129,225170.0,6677.75,218492.25,166522.05,17020.0,205.94,163.92,0.0,186419.73,32072.51,0.1468,809.23,15.08,3,2507.82
2025-06-18,B002,Falcon QSR Lahore,Lahore,303,317,169,134,234780.0,12122.94,222657.06,173108.72,17891.0,192.53,155.09,0.0,193112.64,29544.42,0.1327,734.84,12.18,6,1765.3
2025-06-19,B002,Falcon QSR Lahore,Lahore,302,335,160,142,236605.0,15080.83,221524.17,172100.16,18685.0,194.63,164.05,0.0,192604.05,28920.11,0.1306,733.52,16.08,4,1460.22
2025-06-20,B002,Falcon QSR Lahore,Lahore,295,329,161,134,237580.0,8401.15,229178.85,176817.94,17889.0,199.27,159.97,0.0,196447.04,32731.8,0.1428,776.88,16.42,7,1380.87
2025-06-21,B002,Falcon QSR Lahore,Lahore,356,389,193,163,293975.0,12990.64,280984.36,217394.6,21838.0,208.09,156.21,0.0,243762.66,37221.7,0.1325,789.28,14.03,9,4165.76
2025-06-22,B002,Falcon QSR Lahore,Lahore,331,364,186,145,259575.0,21353.12,238221.88,192831.46,19340.0,205.14,165.56,0.0,214253.72,23968.15,0.1006,719.7,19.06,11,1711.56
2025-06-23,B002,Falcon QSR Lahore,Lahore,294,316,157,137,227095.0,11451.8,215643.2,169386.9,18040.0,187.98,158.11,0.0,190106.93,25536.27,0.1184,733.48,10.45,7,2333.95
2025-06-24,B002,Falcon QSR Lahore,Lahore,313,335,169,144,263810.0,2638.1,261171.9,198740.53,19885.0,198.03,158.08,0.0,220958.27,40213.63,0.154,834.42,12.66,10,1976.63
2025-06-25,B002,Falcon QSR Lahore,Lahore,318,337,161,157,254050.0,6993.09,247056.91,186428.34,19874.0,206.8,162.96,0.0,207825.23,39231.68,0.1588,776.91,18.8,9,1153.13
2025-06-26,B002,Falcon QSR Lahore,Lahore,229,245,106,123,189750.0,5230.41,184519.59,140196.27,15549.0,189.27,161.23,0.0,158339.81,26179.77,0.1419,805.76,17.06,4,2244.04
2025-06-27,B002,Falcon QSR Lahore,Lahore,309,330,170,139,228985.0,7578.69,221406.31,163699.29,18220.0,220.23,153.5,0.0,183941.43,37464.88,0.1692,716.53,13.45,7,1648.41
2025-06-28,B002,Falcon QSR Lahore,Lahore,380,412,196,184,309295.0,16707.53,292587.47,230147.78,23641.0,207.18,154.97,0.0,255139.52,37447.95,0.128,769.97,12.87,6,988.58
2025-06-29,B002,Falcon QSR Lahore,Lahore,380,410,206,174,313280.0,4589.26,308690.74,227487.3,24383.0,218.61,157.18,0.0,255083.57,53607.17,0.1737,812.34,11.61,7,2837.48
2025-06-30,B002,Falcon QSR Lahore,Lahore,329,361,177,152,284495.0,15195.5,269299.5,208727.01,21021.0,196.56,157.41,0.0,233114.09,36185.41,0.1344,818.54,15.69,8,3012.11
2025-07-01,B002,Falcon QSR Lahore,Lahore,311,327,172,139,228440.0,11750.27,216689.73,168578.15,17457.0,210.24,163.31,0.0,188628.02,28061.71,0.1295,696.75,17.68,6,2219.32
2025-07-02,B002,Falcon QSR Lahore,Lahore,344,379,195,149,257845.0,11254.23,246590.77,194526.64,20327.0,197.11,157.47,0.0,216607.4,29983.37,0.1216,716.83,15.64,9,1399.19
2025-07-03,B002,Falcon QSR Lahore,Lahore,299,313,160,139,217075.0,6788.01,210286.99,162635.15,17496.0,186.3,165.86,0.0,181166.85,29120.13,0.1385,703.3,16.74,5,683.55
2025-07-04,B002,Falcon QSR Lahore,Lahore,275,291,123,152,224160.0,14796.27,209363.73,167259.01,18222.0,203.46,164.83,0.0,187317.94,22045.79,0.1053,761.32,17.43,7,1468.64
2025-07-05,B002,Falcon QSR Lahore,Lahore,371,414,206,165,269960.0,18593.97,251366.03,198370.85,21246.0,200.16,160.95,0.0,222691.22,28674.81,0.1141,677.54,13.75,8,2713.26
2025-07-06,B002,Falcon QSR Lahore,Lahore,350,393,184,166,274525.0,9047.44,265477.56,203528.55,22470.0,197.51,157.25,0.0,228333.65,37143.92,0.1399,758.51,15.26,7,1980.34
2025-07-07,B002,Falcon QSR Lahore,Lahore,289,299,176,113,207705.0,16274.03,191430.97,149701.08,16375.0,191.24,157.56,0.0,168312.79,23118.19,0.1208,662.39,15.57,9,1887.9
2025-07-08,B002,Falcon QSR Lahore,Lahore,332,360,182,150,231730.0,13674.71,218055.29,166594.82,18405.0,191.78,165.79,0.0,188103.09,29952.2,0.1374,656.79,17.33,8,2745.7
2025-07-09,B002,Falcon QSR Lahore,Lahore,281,301,155,126,225725.0,12884.51,212840.49,167221.9,16968.0,208.26,160.73,0.0,186452.43,26388.06,0.124,757.44,15.18,7,1893.54
2025-07-10,B002,Falcon QSR Lahore,Lahore,295,316,167,128,215390.0,10911.09,204478.91,159005.22,16828.0,207.19,156.74,0.0,177708.97,26769.93,0.1309,693.15,12.79,10,1511.83
2025-07-11,B002,Falcon QSR Lahore,Lahore,292,316,156,136,221630.0,10869.77,210760.23,167200.52,17204.0,222.78,159.71,0.0,186152.26,24607.97,0.1168,721.78,13.57,6,1365.26
2025-07-12,B002,Falcon QSR Lahore,Lahore,360,383,196,164,254065.0,9935.8,244129.2,186971.03,20640.0,210.17,160.31,0.0,208430.77,35698.43,0.1462,678.14,18.27,9,449.25
2025-07-13,B002,Falcon QSR Lahore,Lahore,318,350,142,176,216355.0,2163.55,214191.45,158788.87,19963.0,202.38,161.87,0.0,181498.58,32692.87,0.1526,673.56,15.85,10,2382.46
2025-07-14,B002,Falcon QSR Lahore,Lahore,309,335,157,152,254570.0,15049.24,239520.76,187326.44,19327.0,206.23,167.01,0.0,209121.14,30399.62,0.1269,775.15,15.43,6,2094.46
2025-07-15,B002,Falcon QSR Lahore,Lahore,310,329,157,153,240375.0,14688.59,225686.41,175460.87,19189.0,196.86,159.14,0.0,197107.09,28579.31,0.1266,728.02,15.28,4,2101.22
2025-07-16,B002,Falcon QSR Lahore,Lahore,288,308,156,132,240710.0,10943.75,229766.25,178161.37,17475.0,195.77,156.53,0.0,197779.89,31986.35,0.1392,797.8,17.04,3,1791.22
2025-07-17,B002,Falcon QSR Lahore,Lahore,288,323,155,133,213300.0,6465.66,206834.34,154826.59,17591.0,209.9,162.89,0.0,175005.9,31828.44,0.1539,718.17,15.12,4,2215.53
2025-07-18,B002,Falcon QSR Lahore,Lahore,309,343,157,152,208655.0,9693.73,198961.27,153727.76,18373.0,221.09,166.32,0.0,172868.21,26093.05,0.1311,643.89,15.73,6,380.04
2025-07-19,B002,Falcon QSR Lahore,Lahore,311,336,136,175,248735.0,10100.13,238634.87,187861.36,20837.0,212.06,167.35,0.0,211140.5,27494.38,0.1152,767.31,14.55,7,2062.72
2025-07-20,B002,Falcon QSR Lahore,Lahore,314,341,165,149,243610.0,13060.13,230549.87,177989.23,18789.0,221.9,157.83,0.0,198999.56,31550.31,0.1368,734.24,19.1,5,1841.6
2025-07-21,B002,Falcon QSR Lahore,Lahore,294,317,159,135,197555.0,10649.19,186905.81,141645.32,16345.0,210.55,161.42,0.0,160260.67,26645.13,0.1426,635.73,16.17,9,1898.38
2025-07-22,B002,Falcon QSR Lahore,Lahore,265,295,144,121,221170.0,13964.82,207205.18,163639.35,16476.0,203.09,165.15,0.0,181753.21,25451.97,0.1228,781.91,17.51,5,1269.61
2025-07-23,B002,Falcon QSR Lahore,Lahore,265,294,145,120,222415.0,11450.22,210964.78,164961.43,16536.0,185.82,161.09,0.0,182906.26,28058.53,0.133,796.09,14.5,4,1061.91
2025-07-24,B002,Falcon QSR Lahore,Lahore,299,326,153,146,226500.0,8948.98,217551.02,167166.46,18461.0,201.01,161.05,0.0,187677.98,29873.04,0.1373,727.6,16.23,9,1688.46
2025-07-25,B002,Falcon QSR Lahore,Lahore,308,334,168,140,221000.0,18128.65,202871.35,164490.81,17638.0,209.8,153.73,0.0,184059.4,18811.95,0.0927,658.67,15.92,9,1567.06
2025-07-26,B002,Falcon QSR Lahore,Lahore,365,378,192,173,321010.0,17366.84,303643.16,235318.81,23575.0,221.59,153.81,0.0,262682.83,40960.33,0.1349,831.9,20.58,5,3413.62
2025-07-27,B002,Falcon QSR Lahore,Lahore,358,377,141,217,260870.0,13295.44,247574.56,193904.26,24894.0,210.67,162.0,0.0,221037.67,26536.89,0.1072,691.55,15.03,5,1866.74
2025-07-28,B002,Falcon QSR Lahore,Lahore,301,324,162,139,245460.0,13203.75,232256.25,182004.75,18551.0,205.51,159.83,0.0,202792.96,29463.29,0.1269,771.62,15.05,7,1871.88
2025-07-29,B002,Falcon QSR Lahore,Lahore,294,325,152,142,240090.0,9767.44,230322.56,174515.68,19063.0,196.73,156.37,0.0,196557.24,33765.32,0.1466,783.41,15.49,8,2625.46
2025-07-30,B002,Falcon QSR Lahore,Lahore,343,381,188,155,251575.0,8411.64,243163.36,189312.69,19617.0,187.02,165.59,0.0,210009.19,33154.16,0.1363,708.93,14.33,8,726.88
2025-07-31,B002,Falcon QSR Lahore,Lahore,322,349,163,159,223925.0,7245.99,216679.01,167525.21,19000.0,208.44,157.17,0.0,188149.67,28529.34,0.1317,672.92,15.02,9,1258.86
2025-08-01,B002,Falcon QSR Lahore,Lahore,345,379,186,159,242460.0,15748.81,226711.19,175799.67,20479.0,205.85,158.63,9110.71,207767.27,18943.92,0.0836,657.13,16.73,7,2013.4
2025-08-02,B002,Falcon QSR Lahore,Lahore,361,391,201,160,273140.0,6911.07,266228.93,198944.53,20958.0,214.11,160.45,3785.68,226257.77,39971.15,0.1501,737.48,16.44,8,2195.01
2025-08-03,B002,Falcon QSR Lahore,Lahore,405,448,219,186,325515.0,18408.1,307106.9,243488.54,24615.0,217.17,158.9,8696.04,281198.35,25908.55,0.0844,758.29,14.15,10,4022.7
2025-08-04,B002,Falcon QSR Lahore,Lahore,263,297,144,119,183075.0,11759.95,171315.05,132940.76,14835.0,198.7,166.6,4708.28,154617.64,16697.41,0.0975,651.39,15.0,8,1768.29
2025-08-05,B002,Falcon QSR Lahore,Lahore,329,357,180,149,271615.0,9935.5,261679.5,205407.65,20706.0,206.19,165.48,4312.41,233889.09,27790.4,0.1062,795.38,12.08,4,3091.36
2025-08-06,B002,Falcon QSR Lahore,Lahore,291,313,163,128,190565.0,8173.85,182391.15,140286.81,16240.0,205.08,167.03,7753.01,165362.6,17028.55,0.0934,626.77,13.4,7,710.67
2025-08-07,B002,Falcon QSR Lahore,Lahore,291,299,167,124,222835.0,10279.81,212555.19,164581.81,16932.0,189.67,160.84,5415.6,189785.82,22769.37,0.1071,730.43,13.35,6,2505.91
2025-08-08,B002,Falcon QSR Lahore,Lahore,287,301,154,133,254940.0,12267.07,242672.93,187272.2,18748.0,208.24,163.19,4746.55,213220.91,29452.03,0.1214,845.55,17.34,3,2082.73
2025-08-09,B002,Falcon QSR Lahore,Lahore,367,391,211,156,265760.0,17358.18,248401.82,193712.33,20514.0,209.17,164.78,4691.94,221760.52,26641.3,0.1073,676.84,15.18,13,2468.3
2025-08-10,B002,Falcon QSR Lahore,Lahore,352,385,179,173,245245.0,6100.08,239144.92,179573.17,20892.0,217.69,160.17,8908.21,211513.53,27631.38,0.1155,679.39,13.16,8,1762.28
2025-08-11,B002,Falcon QSR Lahore,Lahore,308,324,164,144,223995.0,14874.85,209120.15,165141.89,18379.0,203.26,158.6,4246.39,189314.2,19805.95,0.0947,678.96,14.8,8,1185.06
2025-08-12,B002,Falcon QSR Lahore,Lahore,305,341,167,138,217080.0,14641.99,202438.01,159521.48,17991.0,202.58,162.99,8996.23,188112.06,14325.96,0.0708,663.73,15.86,7,1237.77
2025-08-13,B002,Falcon QSR Lahore,Lahore,324,343,175,149,257535.0,14065.97,243469.03,190911.26,19372.0,191.19,163.01,9639.73,221485.52,21983.52,0.0903,751.45,15.11,6,1208.33
2025-08-14,B002,Falcon QSR Lahore,Lahore,328,366,172,156,239035.0,15939.67,223095.33,179958.4,19585.0,192.67,166.3,4790.43,206163.37,16931.96,0.0759,680.17,16.62,11,1470.58
2025-08-15,B002,Falcon QSR Lahore,Lahore,337,372,176,161,260365.0,16195.62,244169.38,191038.81,20087.0,201.35,167.18,3058.86,218113.6,26055.78,0.1067,724.54,13.91,4,3560.4
2025-08-16,B002,Falcon QSR Lahore,Lahore,375,419,213,162,267140.0,18361.56,248778.44,194981.62,20367.0,222.14,154.54,6967.77,225211.53,23566.91,0.0947,663.41,17.38,7,2518.46
2025-08-17,B002,Falcon QSR Lahore,Lahore,355,394,194,161,275995.0,11568.25,264426.75,203947.09,21396.0,197.22,160.39,6229.24,231929.93,32496.81,0.1229,744.86,15.66,6,0.0
2025-08-18,B002,Falcon QSR Lahore,Lahore,319,358,177,142,254315.0,10334.92,243980.08,194590.65,19707.0,188.45,160.08,4994.21,221562.48,22417.6,0.0919,764.83,13.01,7,1922.1
2025-08-19,B002,Falcon QSR Lahore,Lahore,293,321,170,123,202465.0,8651.51,193813.49,150770.71,16023.0,206.84,155.12,5609.75,173824.06,19989.42,0.1031,661.48,16.53,4,1058.64
2025-08-20,B002,Falcon QSR Lahore,Lahore,275,282,112,163,205510.0,12257.45,193252.55,153864.39,19164.0,189.15,156.57,8586.56,183696.38,9556.16,0.0494,702.74,15.99,7,1735.71
2025-08-21,B002,Falcon QSR Lahore,Lahore,288,307,150,138,251860.0,10412.32,241447.68,186629.37,19038.0,202.24,158.33,6223.7,212998.25,28449.43,0.1178,838.36,14.27,5,746.61
2025-08-22,B002,Falcon QSR Lahore,Lahore,284,321,168,116,255280.0,11372.2,243907.8,190780.92,16927.0,197.15,163.93,8452.48,218670.33,25237.47,0.1035,858.83,13.48,6,2148.84
2025-08-23,B002,Falcon QSR Lahore,Lahore,354,376,188,166,297105.0,10134.33,286970.67,216825.42,21554.0,211.86,164.37,5700.03,246623.49,40347.18,0.1406,810.65,11.44,10,2167.81
2025-08-24,B002,Falcon QSR Lahore,Lahore,290,306,127,163,232175.0,10744.0,221431.0,173198.62,19630.0,215.26,156.26,8893.61,203641.49,17789.51,0.0803,763.56,16.31,7,1547.75
2025-08-25,B002,Falcon QSR Lahore,Lahore,275,297,144,131,183100.0,10138.38,172961.62,136815.47,15795.0,190.8,159.01,6501.41,160396.79,12564.83,0.0726,628.95,11.89,6,935.1
2025-08-26,B002,Falcon QSR Lahore,Lahore,273,287,153,120,227760.0,13773.66,213986.34,169341.35,17009.0,210.24,166.77,6161.01,195037.87,18948.47,0.0885,783.83,14.33,6,2149.5
2025-08-27,B002,Falcon QSR Lahore,Lahore,302,326,155,147,201045.0,9702.05,191342.95,149030.97,17969.0,209.41,154.46,4559.63,174394.94,16948.02,0.0886,633.59,16.02,5,2471.47
2025-08-28,B002,Falcon QSR Lahore,Lahore,291,317,151,140,227155.0,14494.2,212660.8,171063.86,18578.0,197.04,158.58,8947.51,200345.26,12315.54,0.0579,730.79,12.83,8,1400.26
2025-08-29,B002,Falcon QSR Lahore,Lahore,307,327,165,142,246335.0,9202.37,237132.63,181720.29,19396.0,221.74,158.29,4366.42,208405.86,28726.77,0.1211,772.42,14.23,4,2543.12
2025-08-30,B002,Falcon QSR Lahore,Lahore,374,415,207,167,305920.0,18916.39,287003.61,228343.6,22753.0,203.34,164.1,4562.62,257742.54,29261.07,0.102,767.39,18.16,10,1715.89
2025-08-31,B002,Falcon QSR Lahore,Lahore,397,429,202,195,296505.0,13829.53,282675.47,221946.37,24658.0,204.68,164.63,4185.87,253667.79,29007.68,0.1026,712.03,14.89,8,2508.24
