expense_id,date,branch_id,expense_type,amount
EXP0000000518,2025-02-26,B004,payroll,36630.82
EXP0000000519,2025-02-26,B005,payroll,35318.13
EXP0000000520,2025-02-27,B001,payroll,31236.03
EXP0000000521,2025-02-27,B001,marketing,5323.77
EXP0000000522,2025-02-27,B002,purchase,1636.56
EXP0000000523,2025-02-27,B002,payroll,50089.26
EXP0000000524,2025-02-27,B003,payroll,42853.70
EXP0000000525,2025-02-27,B003,marketing,7554.66
EXP0000000526,2025-02-27,B004,payroll,36630.82
EXP0000000527,2025-02-27,B005,purchase,1665.40
EXP0000000528,2025-02-27,B005,payroll,35318.13
EXP0000000529,2025-02-28,B001,purchase,4466.23
EXP0000000530,2025-02-28,B001,payroll,31236.03
EXP0000000531,2025-02-28,B002,payroll,50089.26
EXP0000000532,2025-02-28,B003,payroll,42853.70
EXP0000000533,2025-02-28,B004,purchase,6221.16
EXP0000000534,2025-02-28,B004,payroll,36630.82
EXP0000000535,2025-02-28,B004,marketing,4881.91
EXP0000000536,2025-02-28,B005,payroll,35318.13
EXP0000000537,2025-02-28,B005,marketing,7897.89
EXP0000000538,2025-03-01,B001,payroll,31053.13
EXP0000000539,2025-03-01,B002,payroll,49956.57
EXP0000000540,2025-03-01,B002,marketing,2893.48
EXP0000000541,2025-03-01,B003,purchase,5079.53
EXP0000000542,2025-03-01,B003,payroll,43943.04
EXP0000000543,2025-03-01,B003,marketing,5120.02
EXP0000000544,2025-03-01,B004,payroll,35751.54
EXP0000000545,2025-03-01,B005,payroll,35281.96
EXP0000000546,2025-03-02,B001,payroll,31053.13
EXP0000000547,2025-03-02,B002,purchase,1801.51
EXP0000000548,2025-03-02,B002,payroll,49956.57
EXP0000000549,2025-03-02,B002,marketing,2113.98
EXP0000000550,2025-03-02,B003,payroll,43943.04
EXP0000000551,2025-03-02,B003,marketing,3817.22
EXP0000000552,2025-03-02,B004,payroll,35751.54
EXP0000000553,2025-03-02,B005,purchase,805.36
EXP0000000554,2025-03-02,B005,payroll,35281.96
EXP0000000555,2025-03-02,B005,marketing,3876.58
EXP0000000556,2025-03-03,B001,purchase,3250.65
EXP0000000557,2025-03-03,B001,payroll,31053.13
EXP0000000558,2025-03-03,B001,marketing,3907.16
EXP0000000559,2025-03-03,B002,payroll,49956.57
EXP0000000560,2025-03-03,B003,payroll,43943.04
EXP0000000561,2025-03-03,B004,purchase,2222.60
EXP0000000562,2025-03-03,B004,payroll,35751.54
EXP0000000563,2025-03-03,B004,marketing,2655.04
EXP0000000564,2025-03-03,B005,payroll,35281.96
EXP0000000565,2025-03-03,B005,marketing,5052.38
EXP0000000566,2025-03-04,B001,payroll,31053.13
EXP0000000567,2025-03-04,B002,payroll,49956.57
EXP0000000568,2025-03-04,B003,purchase,2384.34
EXP0000000569,2025-03-04,B003,payroll,43943.04
EXP0000000570,2025-03-04,B003,marketing,4525.39
EXP0000000571,2025-03-04,B004,payroll,35751.54
EXP0000000572,2025-03-04,B004,marketing,3218.08
EXP0000000573,2025-03-04,B005,payroll,35281.96
EXP0000000574,2025-03-05,B001,payroll,31053.13
EXP0000000575,2025-03-05,B002,purchase,1578.30
EXP0000000576,2025-03-05,B002,payroll,49956.57
EXP0000000577,2025-03-05,B003,payroll,43943.04
EXP0000000578,2025-03-05,B004,payroll,35751.54
EXP0000000579,2025-03-05,B005,purchase,1083.82
EXP0000000580,2025-03-05,B005,payroll,35281.96
EXP0000000581,2025-03-06,B001,purchase,1780.16
EXP0000000582,2025-03-06,B001,payroll,31053.13
EXP0000000583,2025-03-06,B002,payroll,49956.57
EXP0000000584,2025-03-06,B003,payroll,43943.04
EXP0000000585,2025-03-06,B003,marketing,4087.06
EXP0000000586,2025-03-06,B004,purchase,2633.73
EXP0000000587,2025-03-06,B004,payroll,35751.54
EXP0000000588,2025-03-06,B005,payroll,35281.96
EXP0000000589,2025-03-06,B005,marketing,4406.54
EXP0000000590,2025-03-07,B001,payroll,31053.13
EXP0000000591,2025-03-07,B001,marketing,3393.94
EXP0000000592,2025-03-07,B002,payroll,49956.57
EXP0000000593,2025-03-07,B002,marketing,2628.85
EXP0000000594,2025-03-07,B003,purchase,4727.52
EXP0000000595,2025-03-07,B003,payroll,43943.04
EXP0000000596,2025-03-07,B004,payroll,35751.54
EXP0000000597,2025-03-07,B004,marketing,3496.74
EXP0000000598,2025-03-07,B005,payroll,35281.96
EXP0000000599,2025-03-07,B005,marketing,5417.19
EXP0000000600,2025-03-08,B001,payroll,31053.13
EXP0000000601,2025-03-08,B001,marketing,2739.88
EXP0000000602,2025-03-08,B002,purchase,741.59
EXP0000000603,2025-03-08,B002,payroll,49956.57
EXP0000000604,2025-03-08,B003,payroll,43943.04
EXP0000000605,2025-03-08,B004,payroll,35751.54
EXP0000000606,2025-03-08,B004,marketing,3321.90
EXP0000000607,2025-03-08,B005,purchase,2039.15
EXP0000000608,2025-03-08,B005,payroll,35281.96
EXP0000000609,2025-03-09,B001,purchase,2528.86
EXP0000000610,2025-03-09,B001,payroll,31053.13
EXP0000000611,2025-03-09,B001,marketing,2798.20
EXP0000000612,2025-03-09,B002,payroll,49956.57
EXP0000000613,2025-03-09,B003,payroll,43943.04
EXP0000000614,2025-03-09,B003,marketing,5833.56
EXP0000000615,2025-03-09,B004,purchase,1211.71
EXP0000000616,2025-03-09,B004,payroll,35751.54
EXP0000000617,2025-03-09,B004,marketing,3766.43
EXP0000000618,2025-03-09,B005,payroll,35281.96
EXP0000000619,2025-03-10,B001,payroll,31053.13
EXP0000000620,2025-03-10,B002,payroll,49956.57
EXP0000000621,2025-03-10,B003,purchase,3259.10
EXP0000000622,2025-03-10,B003,payroll,43943.04
EXP0000000623,2025-03-10,B004,payroll,35751.54
EXP0000000624,2025-03-10,B005,payroll,35281.96
EXP0000000625,2025-03-11,B001,payroll,31053.13
EXP0000000626,2025-03-11,B002,purchase,4725.64
EXP0000000627,2025-03-11,B002,payroll,49956.57
EXP0000000628,2025-03-11,B003,payroll,43943.04
EXP0000000629,2025-03-11,B004,payroll,35751.54
EXP0000000630,2025-03-11,B005,purchase,3017.20
EXP0000000631,2025-03-11,B005,payroll,35281.96
EXP0000000632,2025-03-12,B001,purchase,3953.55
EXP0000000633,2025-03-12,B001,payroll,31053.13
EXP0000000634,2025-03-12,B002,payroll,49956.57
EXP0000000635,2025-03-12,B003,payroll,43943.04
EXP0000000636,2025-03-12,B004,purchase,2149.35
EXP0000000637,2025-03-12,B004,payroll,35751.54
EXP0000000638,2025-03-12,B005,payroll,35281.96
EXP0000000639,2025-03-13,B001,payroll,31053.13
EXP0000000640,2025-03-13,B001,marketing,3996.59
EXP0000000641,2025-03-13,B002,payroll,49956.57
EXP0000000642,2025-03-13,B003,purchase,2948.65
EXP0000000643,2025-03-13,B003,payroll,43943.04
EXP0000000644,2025-03-13,B003,marketing,4895.66
EXP0000000645,2025-03-13,B004,payroll,35751.54
EXP0000000646,2025-03-13,B004,marketing,3387.45
EXP0000000647,2025-03-13,B005,payroll,35281.96
EXP0000000648,2025-03-13,B005,marketing,5368.72
EXP0000000649,2025-03-14,B001,payroll,31053.13
EXP0000000650,2025-03-14,B002,purchase,1427.06
EXP0000000651,2025-03-14,B002,payroll,49956.57
EXP0000000652,2025-03-14,B003,payroll,43943.04
EXP0000000653,2025-03-14,B003,marketing,4489.74
EXP0000000654,2025-03-14,B004,payroll,35751.54
EXP0000000655,2025-03-14,B005,purchase,2617.39
EXP0000000656,2025-03-14,B005,payroll,35281.96
EXP0000000657,2025-03-15,B001,purchase,1889.11
EXP0000000658,2025-03-15,B001,payroll,31053.13
EXP0000000659,2025-03-15,B002,payroll,49956.57
EXP0000000660,2025-03-15,B003,payroll,43943.04
EXP0000000661,2025-03-15,B004,purchase,4281.06
EXP0000000662,2025-03-15,B004,payroll,35751.54
EXP0000000663,2025-03-15,B005,payroll,35281.96
EXP0000000664,2025-03-16,B001,payroll,31053.13
EXP0000000665,2025-03-16,B002,payroll,49956.57
EXP0000000666,2025-03-16,B003,purchase,2480.54
EXP0000000667,2025-03-16,B003,payroll,43943.04
EXP0000000668,2025-03-16,B004,payroll,35751.54
EXP0000000669,2025-03-16,B004,marketing,3904.91
EXP0000000670,2025-03-16,B005,payroll,35281.96
EXP0000000671,2025-03-17,B001,payroll,31053.13
EXP0000000672,2025-03-17,B001,marketing,3119.69
EXP0000000673,2025-03-17,B002,purchase,4956.51
EXP0000000674,2025-03-17,B002,payroll,49956.57
EXP0000000675,2025-03-17,B003,payroll,43943.04
EXP0000000676,2025-03-17,B004,payroll,35751.54
EXP0000000677,2025-03-17,B004,marketing,3366.21
EXP0000000678,2025-03-17,B005,purchase,4076.39
EXP0000000679,2025-03-17,B005,payroll,35281.96
EXP0000000680,2025-03-18,B001,purchase,2618.39
EXP0000000681,2025-03-18,B001,payroll,31053.13
EXP0000000682,2025-03-18,B002,payroll,49956.57
EXP0000000683,2025-03-18,B003,payroll,43943.04
EXP0000000684,2025-03-18,B004,purchase,2949.21
EXP0000000685,2025-03-18,B004,payroll,35751.54
EXP0000000686,2025-03-18,B004,marketing,3570.79
EXP0000000687,2025-03-18,B005,payroll,35281.96
EXP0000000688,2025-03-19,B001,payroll,31053.13
EXP0000000689,2025-03-19,B001,marketing,3067.31
EXP0000000690,2025-03-19,B002,payroll,49956.57
EXP0000000691,2025-03-19,B002,marketing,2997.01
EXP0000000692,2025-03-19,B003,purchase,2698.05
EXP0000000693,2025-03-19,B003,payroll,43943.04
EXP0000000694,2025-03-19,B004,payroll,35751.54
EXP0000000695,2025-03-19,B004,marketing,3559.76
EXP0000000696,2025-03-19,B005,payroll,35281.96
EXP0000000697,2025-03-20,B001,payroll,31053.13
EXP0000000698,2025-03-20,B002,purchase,2339.68
EXP0000000699,2025-03-20,B002,payroll,49956.57
EXP0000000700,2025-03-20,B002,marketing,1964.99
EXP0000000701,2025-03-20,B003,payroll,43943.04
EXP0000000702,2025-03-20,B003,marketing,5289.74
EXP0000000703,2025-03-20,B004,payroll,35751.54
EXP0000000704,2025-03-20,B004,marketing,3471.27
EXP0000000705,2025-03-20,B005,purchase,5889.25
EXP0000000706,2025-03-20,B005,payroll,35281.96
EXP0000000707,2025-03-20,B005,marketing,4101.14
EXP0000000708,2025-03-21,B001,purchase,3975.52
EXP0000000709,2025-03-21,B001,payroll,31053.13
EXP0000000710,2025-03-21,B001,marketing,3851.81
EXP0000000711,2025-03-21,B002,payroll,49956.57
EXP0000000712,2025-03-21,B002,marketing,2654.54
EXP0000000713,2025-03-21,B003,payroll,43943.04
EXP0000000714,2025-03-21,B004,purchase,1997.85
EXP0000000715,2025-03-21,B004,payroll,35751.54
EXP0000000716,2025-03-21,B005,payroll,35281.96
EXP0000000717,2025-03-21,B005,marketing,4994.51
EXP0000000718,2025-03-22,B001,payroll,31053.13
EXP0000000719,2025-03-22,B002,payroll,49956.57
EXP0000000720,2025-03-22,B002,marketing,2170.53
EXP0000000721,2025-03-22,B003,purchase,3564.66
EXP0000000722,2025-03-22,B003,payroll,43943.04
EXP0000000723,2025-03-22,B004,payroll,35751.54
EXP0000000724,2025-03-22,B004,marketing,3814.99
EXP0000000725,2025-03-22,B005,payroll,35281.96
EXP0000000726,2025-03-23,B001,payroll,31053.13
EXP0000000727,2025-03-23,B002,purchase,2189.23
EXP0000000728,2025-03-23,B002,payroll,49956.57
EXP0000000729,2025-03-23,B003,payroll,43943.04
EXP0000000730,2025-03-23,B004,payroll,35751.54
EXP0000000731,2025-03-23,B004,marketing,3316.59
EXP0000000732,2025-03-23,B005,purchase,3769.71
EXP0000000733,2025-03-23,B005,payroll,35281.96
EXP0000000734,2025-03-24,B001,purchase,2750.38
EXP0000000735,2025-03-24,B001,payroll,31053.13
EXP0000000736,2025-03-24,B002,payroll,49956.57
EXP0000000737,2025-03-24,B002,marketing,3083.37
EXP0000000738,2025-03-24,B003,payroll,43943.04
EXP0000000739,2025-03-24,B003,marketing,4833.19
EXP0000000740,2025-03-24,B004,purchase,1152.44
EXP0000000741,2025-03-24,B004,payroll,35751.54
EXP0000000742,2025-03-24,B004,marketing,2960.38
EXP0000000743,2025-03-24,B005,payroll,35281.96
EXP0000000744,2025-03-24,B005,marketing,5204.48
EXP0000000745,2025-03-25,B001,payroll,31053.13
EXP0000000746,2025-03-25,B001,marketing,2884.39
EXP0000000747,2025-03-25,B002,payroll,49956.57
EXP0000000748,2025-03-25,B003,purchase,3177.18
EXP0000000749,2025-03-25,B003,payroll,43943.04
EXP0000000750,2025-03-25,B004,payroll,35751.54
EXP0000000751,2025-03-25,B005,payroll,35281.96
EXP0000000752,2025-03-26,B001,payroll,31053.13
EXP0000000753,2025-03-26,B002,purchase,3788.77
EXP0000000754,2025-03-26,B002,payroll,49956.57
EXP0000000755,2025-03-26,B003,payroll,43943.04
EXP0000000756,2025-03-26,B004,payroll,35751.54
EXP0000000757,2025-03-26,B005,purchase,2544.46
EXP0000000758,2025-03-26,B005,payroll,35281.96
EXP0000000759,2025-03-26,B005,marketing,4742.55
EXP0000000760,2025-03-27,B001,purchase,3100.29
EXP0000000761,2025-03-27,B001,payroll,31053.13
EXP0000000762,2025-03-27,B001,marketing,3912.28
EXP0000000763,2025-03-27,B002,payroll,49956.57
EXP0000000764,2025-03-27,B002,marketing,2304.36
EXP0000000765,2025-03-27,B003,payroll,43943.04
EXP0000000766,2025-03-27,B004,purchase,2460.69
EXP0000000767,2025-03-27,B004,payroll,35751.54
EXP0000000768,2025-03-27,B004,marketing,3918.03
EXP0000000769,2025-03-27,B005,payroll,35281.96
EXP0000000770,2025-03-27,B005,marketing,3879.17
EXP0000000771,2025-03-28,B001,payroll,31053.13
EXP0000000772,2025-03-28,B002,payroll,49956.57
EXP0000000773,2025-03-28,B003,purchase,1420.27
EXP0000000774,2025-03-28,B003,payroll,43943.04
EXP0000000775,2025-03-28,B004,payroll,35751.54
EXP0000000776,2025-03-28,B004,marketing,2748.87
EXP0000000777,2025-03-28,B005,payroll,35281.96
EXP0000000778,2025-03-29,B001,payroll,31053.13
EXP0000000779,2025-03-29,B002,purchase,4300.95
EXP0000000780,2025-03-29,B002,payroll,49956.57
EXP0000000781,2025-03-29,B003,payroll,43943.04
EXP0000000782,2025-03-29,B003,marketing,4975.01
EXP0000000783,2025-03-29,B004,payroll,35751.54
EXP0000000784,2025-03-29,B005,purchase,1845.54
EXP0000000785,2025-03-29,B005,payroll,35281.96
EXP0000000786,2025-03-29,B005,marketing,5660.51
EXP0000000787,2025-03-30,B001,purchase,2527.05
EXP0000000788,2025-03-30,B001,payroll,31053.13
EXP0000000789,2025-03-30,B001,marketing,2904.88
EXP0000000790,2025-03-30,B002,payroll,49956.57
EXP0000000791,2025-03-30,B003,payroll,43943.04
EXP0000000792,2025-03-30,B003,marketing,3660.12
EXP0000000793,2025-03-30,B004,purchase,4780.89
EXP0000000794,2025-03-30,B004,payroll,35751.54
EXP0000000795,2025-03-30,B005,payroll,35281.96
EXP0000000796,2025-03-31,B001,payroll,31053.13
EXP0000000797,2025-03-31,B002,payroll,49956.57
EXP0000000798,2025-03-31,B003,purchase,4311.63
EXP0000000799,2025-03-31,B003,payroll,43943.04
EXP0000000800,2025-03-31,B003,marketing,4753.74
EXP0000000801,2025-03-31,B004,payroll,35751.54
EXP0000000802,2025-03-31,B005,payroll,35281.96
EXP0000000803,2025-04-01,B001,payroll,31225.41
EXP0000000804,2025-04-01,B002,purchase,3022.37
EXP0000000805,2025-04-01,B002,payroll,49740.49
EXP0000000806,2025-04-01,B002,marketing,2776.36
EXP0000000807,2025-04-01,B003,payroll,43634.49
EXP0000000808,2025-04-01,B004,payroll,36436.14
EXP0000000809,2025-04-01,B005,purchase,828.60
EXP0000000810,2025-04-01,B005,payroll,34979.47
EXP0000000811,2025-04-02,B001,purchase,3157.30
EXP0000000812,2025-04-02,B001,payroll,31225.41
EXP0000000813,2025-04-02,B002,payroll,49740.49
EXP0000000814,2025-04-02,B003,payroll,43634.49
EXP0000000815,2025-04-02,B004,purchase,1020.29
EXP0000000816,2025-04-02,B004,payroll,36436.14
EXP0000000817,2025-04-02,B005,payroll,34979.47
EXP0000000818,2025-04-03,B001,payroll,31225.41
EXP0000000819,2025-04-03,B002,payroll,49740.49
EXP0000000820,2025-04-03,B003,purchase,4817.81
EXP0000000821,2025-04-03,B003,payroll,43634.49
EXP0000000822,2025-04-03,B004,payroll,36436.14
EXP0000000823,2025-04-03,B005,payroll,34979.47
EXP0000000824,2025-04-04,B001,payroll,31225.41
EXP0000000825,2025-04-04,B002,purchase,3296.51
EXP0000000826,2025-04-04,B002,payroll,49740.49
EXP0000000827,2025-04-04,B002,marketing,1937.95
EXP0000000828,2025-04-04,B003,payroll,43634.49
EXP0000000829,2025-04-04,B004,payroll,36436.14
EXP0000000830,2025-04-04,B004,marketing,3356.14
EXP0000000831,2025-04-04,B005,purchase,2320.18
EXP0000000832,2025-04-04,B005,payroll,34979.47
EXP0000000833,2025-04-04,B005,marketing,5539.50
EXP0000000834,2025-04-05,B001,purchase,3857.79
EXP0000000835,2025-04-05,B001,payroll,31225.41
EXP0000000836,2025-04-05,B002,payroll,49740.49
EXP0000000837,2025-04-05,B003,payroll,43634.49
EXP0000000838,2025-04-05,B003,marketing,4421.91
EXP0000000839,2025-04-05,B004,purchase,2264.44
EXP0000000840,2025-04-05,B004,payroll,36436.14
EXP0000000841,2025-04-05,B005,payroll,34979.47
EXP0000000842,2025-04-06,B001,payroll,31225.41
EXP0000000843,2025-04-06,B002,payroll,49740.49
EXP0000000844,2025-04-06,B002,marketing,2260.07
EXP0000000845,2025-04-06,B003,purchase,4885.07
EXP0000000846,2025-04-06,B003,payroll,43634.49
EXP0000000847,2025-04-06,B004,payroll,36436.14
EXP0000000848,2025-04-06,B005,payroll,34979.47
EXP0000000849,2025-04-07,B001,payroll,31225.41
EXP0000000850,2025-04-07,B001,marketing,2972.82
EXP0000000851,2025-04-07,B002,purchase,3014.47
EXP0000000852,2025-04-07,B002,payroll,49740.49
EXP0000000853,2025-04-07,B002,marketing,3027.94
EXP0000000854,2025-04-07,B003,payroll,43634.49
EXP0000000855,2025-04-07,B003,marketing,4794.86
EXP0000000856,2025-04-07,B004,payroll,36436.14
EXP0000000857,2025-04-07,B005,purchase,2960.85
EXP0000000858,2025-04-07,B005,payroll,34979.47
EXP0000000859,2025-04-07,B005,marketing,4720.27
EXP0000000860,2025-04-08,B001,purchase,2350.89
EXP0000000861,2025-04-08,B001,payroll,31225.41
EXP0000000862,2025-04-08,B001,marketing,3635.21
EXP0000000863,2025-04-08,B002,payroll,49740.49
EXP0000000864,2025-04-08,B002,marketing,2112.44
EXP0000000865,2025-04-08,B003,payroll,43634.49
EXP0000000866,2025-04-08,B004,purchase,1047.09
EXP0000000867,2025-04-08,B004,payroll,36436.14
EXP0000000868,2025-04-08,B005,payroll,34979.47
EXP0000000869,2025-04-08,B005,marketing,5112.94
EXP0000000870,2025-04-09,B001,payroll,31225.41
EXP0000000871,2025-04-09,B002,payroll,49740.49
EXP0000000872,2025-04-09,B002,marketing,2497.75
EXP0000000873,2025-04-09,B003,purchase,1987.82
EXP0000000874,2025-04-09,B003,payroll,43634.49
EXP0000000875,2025-04-09,B004,payroll,36436.14
EXP0000000876,2025-04-09,B004,marketing,3454.48
EXP0000000877,2025-04-09,B005,payroll,34979.47
EXP0000000878,2025-04-09,B005,marketing,4423.24
EXP0000000879,2025-04-10,B001,payroll,31225.41
EXP0000000880,2025-04-10,B002,purchase,1752.56
EXP0000000881,2025-04-10,B002,payroll,49740.49
EXP0000000882,2025-04-10,B003,payroll,43634.49
EXP0000000883,2025-04-10,B004,payroll,36436.14
EXP0000000884,2025-04-10,B005,purchase,1796.48
EXP0000000885,2025-04-10,B005,payroll,34979.47
EXP0000000886,2025-04-11,B001,purchase,4048.15
EXP0000000887,2025-04-11,B001,payroll,31225.41
EXP0000000888,2025-04-11,B001,marketing,3429.03
EXP0000000889,2025-04-11,B002,payroll,49740.49
EXP0000000890,2025-04-11,B003,payroll,43634.49
EXP0000000891,2025-04-11,B003,marketing,3775.73
EXP0000000892,2025-04-11,B004,purchase,2598.48
EXP0000000893,2025-04-11,B004,payroll,36436.14
EXP0000000894,2025-04-11,B004,marketing,3715.68
EXP0000000895,2025-04-11,B005,payroll,34979.47
EXP0000000896,2025-04-11,B005,marketing,4755.31
EXP0000000897,2025-04-12,B001,payroll,31225.41
EXP0000000898,2025-04-12,B002,payroll,49740.49
EXP0000000899,2025-04-12,B002,marketing,2714.58
EXP0000000900,2025-04-12,B003,purchase,1602.55
EXP0000000901,2025-04-12,B003,payroll,43634.49
EXP0000000902,2025-04-12,B004,payroll,36436.14
EXP0000000903,2025-04-12,B005,payroll,34979.47
EXP0000000904,2025-04-13,B001,payroll,31225.41
EXP0000000905,2025-04-13,B002,purchase,5143.11
EXP0000000906,2025-04-13,B002,payroll,49740.49
EXP0000000907,2025-04-13,B003,payroll,43634.49
EXP0000000908,2025-04-13,B003,marketing,5085.81
EXP0000000909,2025-04-13,B004,payroll,36436.14
EXP0000000910,2025-04-13,B005,purchase,3484.76
EXP0000000911,2025-04-13,B005,payroll,34979.47
EXP0000000912,2025-04-13,B005,marketing,5258.27
EXP0000000913,2025-04-14,B001,purchase,5586.96
EXP0000000914,2025-04-14,B001,payroll,31225.41
EXP0000000915,2025-04-14,B002,payroll,49740.49
EXP0000000916,2025-04-14,B003,payroll,43634.49
EXP0000000917,2025-04-14,B003,marketing,3819.25
EXP0000000918,2025-04-14,B004,purchase,4217.93
EXP0000000919,2025-04-14,B004,payroll,36436.14
EXP0000000920,2025-04-14,B005,payroll,34979.47
EXP0000000921,2025-04-15,B001,payroll,31225.41
EXP0000000922,2025-04-15,B002,payroll,49740.49
EXP0000000923,2025-04-15,B002,marketing,2715.10
EXP0000000924,2025-04-15,B003,purchase,3780.30
EXP0000000925,2025-04-15,B003,payroll,43634.49
EXP0000000926,2025-04-15,B004,payroll,36436.14
EXP0000000927,2025-04-15,B005,payroll,34979.47
EXP0000000928,2025-04-16,B001,payroll,31225.41
EXP0000000929,2025-04-16,B001,marketing,3403.66
EXP0000000930,2025-04-16,B002,purchase,4801.56
EXP0000000931,2025-04-16,B002,payroll,49740.49
EXP0000000932,2025-04-16,B003,payroll,43634.49
EXP0000000933,2025-04-16,B003,marketing,4154.44
EXP0000000934,2025-04-16,B004,payroll,36436.14
EXP0000000935,2025-04-16,B004,marketing,3263.61
EXP0000000936,2025-04-16,B005,purchase,2977.42
EXP0000000937,2025-04-16,B005,payroll,34979.47
EXP0000000938,2025-04-17,B001,purchase,4155.93
EXP0000000939,2025-04-17,B001,payroll,31225.41
EXP0000000940,2025-04-17,B001,marketing,3286.07
EXP0000000941,2025-04-17,B002,payroll,49740.49
EXP0000000942,2025-04-17,B002,marketing,2259.61
EXP0000000943,2025-04-17,B003,payroll,43634.49
EXP0000000944,2025-04-17,B003,marketing,5488.12
EXP0000000945,2025-04-17,B004,purchase,1161.98
EXP0000000946,2025-04-17,B004,payroll,36436.14
EXP0000000947,2025-04-17,B004,marketing,3339.65
EXP0000000948,2025-04-17,B005,payroll,34979.47
EXP0000000949,2025-04-17,B005,marketing,5221.84
EXP0000000950,2025-04-18,B001,payroll,31225.41
EXP0000000951,2025-04-18,B001,marketing,3743.07
EXP0000000952,2025-04-18,B002,payroll,49740.49
EXP0000000953,2025-04-18,B003,purchase,2434.04
EXP0000000954,2025-04-18,B003,payroll,43634.49
EXP0000000955,2025-04-18,B004,payroll,36436.14
EXP0000000956,2025-04-18,B005,payroll,34979.47
EXP0000000957,2025-04-19,B001,payroll,31225.41
EXP0000000958,2025-04-19,B002,purchase,2438.37
EXP0000000959,2025-04-19,B002,payroll,49740.49
EXP0000000960,2025-04-19,B002,marketing,2197.97
EXP0000000961,2025-04-19,B003,payroll,43634.49
EXP0000000962,2025-04-19,B004,payroll,36436.14
EXP0000000963,2025-04-19,B005,purchase,1736.06
EXP0000000964,2025-04-19,B005,payroll,34979.47
EXP0000000965,2025-04-20,B001,purchase,5067.22
EXP0000000966,2025-04-20,B001,payroll,31225.41
EXP0000000967,2025-04-20,B002,payroll,49740.49
EXP0000000968,2025-04-20,B003,payroll,43634.49
EXP0000000969,2025-04-20,B003,marketing,4701.43
EXP0000000970,2025-04-20,B004,purchase,3034.31
EXP0000000971,2025-04-20,B004,payroll,36436.14
EXP0000000972,2025-04-20,B005,payroll,34979.47
EXP0000000973,2025-04-21,B001,payroll,31225.41
EXP0000000974,2025-04-21,B001,marketing,3790.76
EXP0000000975,2025-04-21,B002,payroll,49740.49
EXP0000000976,2025-04-21,B002,marketing,2292.84
EXP0000000977,2025-04-21,B003,purchase,2893.74
EXP0000000978,2025-04-21,B003,payroll,43634.49
EXP0000000979,2025-04-21,B003,marketing,3776.86
EXP0000000980,2025-04-21,B004,payroll,36436.14
EXP0000000981,2025-04-21,B005,payroll,34979.47
EXP0000000982,2025-04-21,B005,marketing,5360.53
EXP0000000983,2025-04-22,B001,payroll,31225.41
EXP0000000984,2025-04-22,B001,marketing,3062.71
EXP0000000985,2025-04-22,B002,purchase,2687.28
EXP0000000986,2025-04-22,B002,payroll,49740.49
EXP0000000987,2025-04-22,B002,marketing,2353.57
EXP0000000988,2025-04-22,B003,payroll,43634.49
EXP0000000989,2025-04-22,B003,marketing,4020.90
EXP0000000990,2025-04-22,B004,payroll,36436.14
EXP0000000991,2025-04-22,B004,marketing,2664.57
EXP0000000992,2025-04-22,B005,purchase,988.68
EXP0000000993,2025-04-22,B005,payroll,34979.47
EXP0000000994,2025-04-23,B001,purchase,2028.07
EXP0000000995,2025-04-23,B001,payroll,31225.41
EXP0000000996,2025-04-23,B001,marketing,4057.93
EXP0000000997,2025-04-23,B002,payroll,49740.49
EXP0000000998,2025-04-23,B003,payroll,43634.49
EXP0000000999,2025-04-23,B004,purchase,4173.98
EXP0000001000,2025-04-23,B004,payroll,36436.14
EXP0000001001,2025-04-23,B005,payroll,34979.47
EXP0000001002,2025-04-24,B001,payroll,31225.41
EXP0000001003,2025-04-24,B002,payroll,49740.49
EXP0000001004,2025-04-24,B003,purchase,3868.67
EXP0000001005,2025-04-24,B003,payroll,43634.49
EXP0000001006,2025-04-24,B003,marketing,4787.19
EXP0000001007,2025-04-24,B004,payroll,36436.14
EXP0000001008,2025-04-24,B005,payroll,34979.47
EXP0000001009,2025-04-24,B005,marketing,4423.44
EXP0000001010,2025-04-25,B001,payroll,31225.41
EXP0000001011,2025-04-25,B001,marketing,4272.47
EXP0000001012,2025-04-25,B002,purchase,5301.43
EXP0000001013,2025-04-25,B002,payroll,49740.49
EXP0000001014,2025-04-25,B003,payroll,43634.49
EXP0000001015,2025-04-25,B004,payroll,36436.14
EXP0000001016,2025-04-25,B004,marketing,3036.20
EXP0000001017,2025-04-25,B005,purchase,1821.81
EXP0000001018,2025-04-25,B005,payroll,34979.47
EXP0000001019,2025-04-26,B001,purchase,4248.87
EXP0000001020,2025-04-26,B001,payroll,31225.41
EXP0000001021,2025-04-26,B002,payroll,49740.49
EXP0000001022,2025-04-26,B002,marketing,2265.70
EXP0000001023,2025-04-26,B003,payroll,43634.49
EXP0000001024,2025-04-26,B004,purchase,1914.34
EXP0000001025,2025-04-26,B004,payroll,36436.14
EXP0000001026,2025-04-26,B005,payroll,34979.47
EXP0000001027,2025-04-27,B001,payroll,31225.41
EXP0000001028,2025-04-27,B002,payroll,49740.49
EXP0000001029,2025-04-27,B002,marketing,2105.69
EXP0000001030,2025-04-27,B003,purchase,3715.63
EXP0000001031,2025-04-27,B003,payroll,43634.49
EXP0000001032,2025-04-27,B003,marketing,3774.74
EXP0000001033,2025-04-27,B004,payroll,36436.14
EXP0000001034,2025-04-27,B005,payroll,34979.47
