date,branch_id,cash_in,cash_out,net_cash_flow,cumulative_cash
2025-04-01,B002,146957.49,55539.22,91418.27,8091872.00
2025-04-01,B003,103880.00,43634.49,60245.51,5686456.84
2025-04-01,B004,103880.00,36436.14,67443.86,6338918.23
2025-04-01,B005,107395.78,35808.07,71587.71,6441899.96
2025-04-02,B001,148771.43,34382.71,114388.72,9797077.96
2025-04-02,B002,135680.00,49740.49,85939.51,8177811.51
2025-04-02,B003,103880.00,43634.49,60245.51,5746702.35
2025-04-02,B004,108346.38,37456.43,70889.95,6409808.19
2025-04-02,B005,103880.00,34979.47,68900.53,6510800.49
2025-04-03,B001,135680.00,31225.41,104454.59,9901532.55
2025-04-03,B002,135680.00,49740.49,85939.51,8263751.02
2025-04-03,B003,125002.65,48452.30,76550.35,5823252.71
2025-04-03,B004,103880.00,36436.14,67443.86,6477252.05
2025-04-03,B005,103880.00,34979.47,68900.53,6579701.02
2025-04-04,B001,135680.00,31225.41,104454.59,10005987.14
2025-04-04,B002,150202.64,54974.95,95227.69,8358978.70
2025-04-04,B003,103880.00,43634.49,60245.51,5883498.22
2025-04-04,B004,103880.00,39792.28,64087.72,6541339.77
2025-04-04,B005,112274.93,42839.15,69435.79,6649136.81
2025-04-05,B001,167682.61,35083.20,132599.41,10138586.55
2025-04-05,B002,149248.00,49740.49,99507.51,8458486.21
2025-04-05,B003,114268.00,48056.40,66211.60,5949709.82
2025-04-05,B004,124853.05,38700.58,86152.47,6627492.24
2025-04-05,B005,114268.00,34979.47,79288.53,6728425.34
2025-04-06,B001,149248.00,31225.41,118022.59,10256609.14
2025-04-06,B002,149248.00,52000.57,97247.43,8555733.64
2025-04-06,B003,138106.21,48519.56,89586.65,6039296.48
2025-04-06,B004,114268.00,36436.14,77831.86,6705324.10
2025-04-06,B005,114268.00,34979.47,79288.53,6807713.87
2025-04-07,B001,135680.00,34198.23,101481.77,10358090.90
2025-04-07,B002,146794.74,55782.90,91011.84,8646745.48
2025-04-07,B003,103880.00,48429.35,55450.65,6094747.13
2025-04-07,B004,103880.00,36436.14,67443.86,6772767.96
2025-04-07,B005,114599.43,42660.59,71938.84,6879652.71
2025-04-08,B001,144013.58,37211.51,106802.07,10464892.97
2025-04-08,B002,135680.00,51852.93,83827.07,8730572.55
2025-04-08,B003,103880.00,43634.49,60245.51,6154992.64
2025-04-08,B004,107939.03,37483.23,70455.80,6843223.76
2025-04-08,B005,103880.00,40092.41,63787.59,6943440.30
2025-04-09,B001,135680.00,31225.41,104454.59,10569347.56
2025-04-09,B002,135680.00,52238.24,83441.76,8814014.31
2025-04-09,B003,111778.47,45622.31,66156.17,6221148.81
2025-04-09,B004,103880.00,39890.62,63989.38,6907213.14
2025-04-09,B005,103880.00,39402.71,64477.29,7007917.59
2025-04-10,B001,135680.00,31225.41,104454.59,10673802.15
2025-04-10,B002,141847.51,51493.05,90354.45,8904368.76
2025-04-10,B003,103880.00,43634.49,60245.51,6281394.32
2025-04-10,B004,103880.00,36436.14,67443.86,6974657.00
2025-04-10,B005,110111.28,36775.95,73335.33,7081252.92
2025-04-11,B001,151664.24,38702.59,112961.65,10786763.79
2025-04-11,B002,135680.00,49740.49,85939.51,8990308.27
2025-04-11,B003,103880.00,47410.22,56469.78,6337864.11
2025-04-11,B004,115197.63,42750.30,72447.33,7047104.34
2025-04-11,B005,103880.00,39734.78,64145.22,7145398.14
2025-04-12,B001,149248.00,31225.41,118022.59,10904786.38
2025-04-12,B002,149248.00,52455.08,96792.92,9087101.19
2025-04-12,B003,120457.47,45237.04,75220.43,6413084.54
2025-04-12,B004,114268.00,36436.14,77831.86,7124936.20
2025-04-12,B005,114268.00,34979.47,79288.53,7224686.67
2025-04-13,B001,149248.00,31225.41,118022.59,11022808.97
2025-04-13,B002,170932.96,54883.60,116049.35,9203150.55
2025-04-13,B003,114268.00,48720.29,65547.71,6478632.24
2025-04-13,B004,114268.00,36436.14,77831.86,7202768.06
2025-04-13,B005,128569.20,43722.50,84846.70,7309533.37
2025-04-14,B001,158639.68,36812.37,121827.31,11144636.28
2025-04-14,B002,135680.00,49740.49,85939.51,9289090.05
2025-04-14,B003,103880.00,47453.74,56426.26,6535058.51
2025-04-14,B004,119260.13,40654.07,78606.06,7281374.12
2025-04-14,B005,103880.00,34979.47,68900.53,7378433.91
2025-04-15,B001,135680.00,31225.41,104454.59,11249090.87
2025-04-15,B002,135680.00,52455.60,83224.40,9372314.46
2025-04-15,B003,119990.10,47414.79,72575.31,6607633.82
2025-04-15,B004,103880.00,36436.14,67443.86,7348817.98
2025-04-15,B005,103880.00,34979.47,68900.53,7447334.44
2025-04-16,B001,135680.00,34629.07,101050.93,11350141.80
2025-04-16,B002,153631.29,54542.05,99089.24,9471403.70
2025-04-16,B003,103880.00,47788.93,56091.07,6663724.89
2025-04-16,B004,103880.00,39699.75,64180.25,7412998.23
2025-04-16,B005,115110.99,37956.89,77154.10,7524488.54
2025-04-17,B001,151759.15,38667.41,113091.73,11463233.54
2025-04-17,B002,135680.00,52000.11,83679.89,9555083.59
2025-04-17,B003,103880.00,49122.61,54757.39,6718482.28
2025-04-17,B004,108061.34,40937.77,67123.56,7480121.79
2025-04-17,B005,103880.00,40201.30,63678.70,7588167.24
2025-04-18,B001,135680.00,34968.48,100711.52,11563945.05
2025-04-18,B002,135680.00,49740.49,85939.51,9641023.10
2025-04-18,B003,113316.28,46068.53,67247.76,6785730.04
2025-04-18,B004,103880.00,36436.14,67443.86,7547565.65
2025-04-18,B005,103880.00,34979.47,68900.53,7657067.77
2025-04-19,B001,149248.00,31225.41,118022.59,11681967.64
2025-04-19,B002,159121.62,54376.83,104744.79,9745767.88
2025-04-19,B003,114268.00,43634.49,70633.51,6856363.55
2025-04-19,B004,114268.00,36436.14,77831.86,7625397.51
2025-04-19,B005,121023.58,36715.53,84308.05,7741375.81
2025-04-20,B001,170883.72,36292.63,134591.09,11816558.74
2025-04-20,B002,149248.00,49740.49,99507.51,9845275.39
2025-04-20,B003,114268.00,48335.92,65932.08,6922295.63
2025-04-20,B004,128738.37,39470.45,89267.92,7714665.43
2025-04-20,B005,114268.00,34979.47,79288.53,7820664.35
2025-04-21,B001,135680.00,35016.17,100663.83,11917222.57
2025-04-21,B002,135680.00,52033.34,83646.66,9928922.05
2025-04-21,B003,115939.89,50305.09,65634.80,6987930.43
2025-04-21,B004,103880.00,36436.14,67443.86,7782109.29
2025-04-21,B005,103880.00,40340.00,63540.00,7884204.34
2025-04-22,B001,135680.00,34288.12,101391.88,12018614.45
2025-04-22,B002,145068.94,54781.34,90287.60,10019209.66
2025-04-22,B003,103880.00,47655.39,56224.61,7044155.04
2025-04-22,B004,103880.00,39100.71,64779.29,7846888.58
2025-04-22,B005,107273.55,35968.15,71305.40,7955509.74
2025-04-23,B001,143017.19,37311.41,105705.78,12124320.23
2025-04-23,B002,135680.00,49740.49,85939.51,10105149.16
2025-04-23,B003,103880.00,43634.49,60245.51,7104400.55
2025-04-23,B004,119502.45,40610.12,78892.33,7925780.90
2025-04-23,B005,103880.00,34979.47,68900.53,8024410.27
2025-04-24,B001,135680.00,31225.41,104454.59,12228774.82
2025-04-24,B002,135680.00,49740.49,85939.51,10191088.67
2025-04-24,B003,119354.96,52290.35,67064.62,7171465.17
2025-04-24,B004,103880.00,36436.14,67443.86,7993224.76
2025-04-24,B005,103880.00,39402.91,64477.09,8088887.37
2025-04-25,B001,135680.00,35497.88,100182.12,12328956.94
2025-04-25,B002,157670.36,55041.92,102628.44,10293717.11
2025-04-25,B003,103880.00,43634.49,60245.51,7231710.69
2025-04-25,B004,103880.00,39472.34,64407.66,8057632.42
2025-04-25,B005,110639.51,36801.28,73838.23,8162725.60
2025-04-26,B001,167171.43,35474.28,131697.15,12460654.09
2025-04-26,B002,149248.00,52006.19,97241.81,10390958.91
2025-04-26,B003,114268.00,43634.49,70633.51,7302344.20
2025-04-26,B004,122690.56,38350.48,84340.08,8141972.50
2025-04-26,B005,114268.00,34979.47,79288.53,8242014.13
2025-04-27,B001,149248.00,31225.41,118022.59,12578676.68
2025-04-27,B002,149248.00,51846.18,97401.82,10488360.73
2025-04-27,B003,130783.65,51124.85,79658.80,7382003.00
2025-04-27,B004,114268.00,36436.14,77831.86,8219804.36
2025-04-27,B005,114268.00,40494.99,73773.01,8315787.13
2025-04-28,B001,135680.00,31225.41,104454.59,12683131.27
2025-04-28,B002,159850.68,56781.96,103068.71,10591429.45
2025-04-28,B003,103880.00,43634.49,60245.51,7442248.51
2025-04-28,B004,103880.00,40150.29,63729.71,8283534.07
2025-04-28,B005,116716.88,43884.96,72831.92,8388619.05
2025-04-29,B001,139619.06,36494.84,103124.22,12786255.48
2025-04-29,B002,135680.00,51871.31,83808.69,10675238.14
2025-04-29,B003,103880.00,43634.49,60245.51,7502494.03
2025-04-29,B004,108508.94,40878.30,67630.64,8351164.71
2025-04-29,B005,103880.00,39554.27,64325.73,8452944.78
2025-04-30,B001,135680.00,31225.41,104454.59,12890710.07
2025-04-30,B002,135680.00,52637.34,83042.66,10758280.80
2025-04-30,B003,111142.37,45354.91,65787.46,7568281.49
2025-04-30,B004,103880.00,40223.85,63656.15,8414820.86
2025-04-30,B005,103880.00,34979.47,68900.53,8521845.31
2025-05-01,B001,128000.00,31179.40,96820.60,12987530.67
2025-05-01,B002,136118.92,54837.25,81281.67,10839562.47
2025-05-01,B003,98000.00,42954.96,55045.04,7623326.53
2025-05-01,B004,98000.00,36380.13,61619.87,8476440.72
2025-05-01,B005,104519.84,36660.11,67859.73,8589705.04
2025-05-02,B001,132520.58,37811.84,94708.75,13082239.41
2025-05-02,B002,128000.00,49173.50,78826.50,10918388.97
2025-05-02,B003,98000.00,42954.96,55045.04,7678371.57
2025-05-02,B004,108719.85,43009.85,65710.00,8542150.72
2025-05-02,B005,98000.00,40527.16,57472.84,8647177.87
2025-05-03,B001,140800.00,36282.41,104517.59,13186757.01
2025-05-03,B002,140800.00,49173.50,91626.50,11010015.48
2025-05-03,B003,125049.13,52415.42,72633.71,7751005.28
2025-05-03,B004,107800.00,40473.68,67326.32,8609477.04
2025-05-03,B005,107800.00,35080.92,72719.08,8719896.95
2025-05-04,B001,140800.00,31179.40,109620.60,13296377.60
2025-05-04,B002,152637.61,52513.14,100124.47,11110139.95
2025-05-04,B003,107800.00,42954.96,64845.04,7815850.32
2025-05-04,B004,107800.00,40687.25,67112.75,8676589.79
2025-05-04,B005,130160.16,40517.20,89642.95,8809539.91
2025-05-05,B001,133546.72,32528.84,101017.87,13397395.48
2025-05-05,B002,128000.00,52007.43,75992.57,11186132.52
2025-05-05,B003,98000.00,50822.61,47177.39,7863027.71
2025-05-05,B004,109810.06,39581.83,70228.22,8746818.01
2025-05-05,B005,98000.00,40531.62,57468.38,8867008.29
2025-05-06,B001,128000.00,34996.40,93003.60,13490399.07
2025-05-06,B002,128000.00,49173.50,78826.50,11264959.02
2025-05-06,B003,109541.99,52400.15,57141.84,7920169.55
2025-05-06,B004,98000.00,36380.13,61619.87,8808437.88
2025-05-06,B005,98000.00,41700.40,56299.60,8923307.89
2025-05-07,B001,128000.00,31179.40,96820.60,13587219.67
2025-05-07,B002,136113.27,54483.62,81629.65,11346588.67
2025-05-07,B003,98000.00,42954.96,55045.04,7975214.60
2025-05-07,B004,98000.00,36380.13,61619.87,8870057.74
2025-05-07,B005,115881.39,39415.69,76465.70,8999773.59
2025-05-08,B001,134582.04,36754.53,97827.51,13685047.18
2025-05-08,B002,128000.00,49173.50,78826.50,11425415.18
2025-05-08,B003,98000.00,42954.96,55045.04,8030259.64
2025-05-08,B004,114482.97,41057.91,73425.06,8943482.80
2025-05-08,B005,98000.00,42719.78,55280.22,9055053.82
2025-05-09,B001,128000.00,34884.36,93115.64,13778162.81
2025-05-09,B002,128000.00,49173.50,78826.50,11504241.68
2025-05-09,B003,114361.36,47123.05,67238.31,8097497.95
2025-05-09,B004,98000.00,40971.49,57028.51,9000511.31
2025-05-09,B005,98000.00,35080.92,62919.08,9117972.90
2025-05-10,B001,140800.00,31179.40,109620.60,13887783.41
2025-05-10,B002,156527.30,56213.42,100313.88,11604555.56
2025-05-10,B003,107800.00,42954.96,64845.04,8162342.99
2025-05-10,B004,107800.00,36380.13,71419.87,9071931.17
2025-05-10,B005,112581.02,36129.11,76451.91,9194424.81
2025-05-11,B001,153937.24,34668.29,119268.94,14007052.35
2025-05-11,B002,140800.00,53151.48,87648.52,11692204.08
2025-05-11,B003,107800.00,49582.40,58217.60,8220560.59
2025-05-11,B004,132246.81,41948.15,90298.66,9162229.83
2025-05-11,B005,107800.00,40804.30,66995.70,9261420.51
2025-05-12,B001,128000.00,31179.40,96820.60,14103872.95
2025-05-12,B002,128000.00,52476.23,75523.77,11767727.85
2025-05-12,B003,105824.19,44924.92,60899.27,8281459.87
2025-05-12,B004,98000.00,40379.72,57620.28,9219850.10
2025-05-12,B005,98000.00,35080.92,62919.08,9324339.59
2025-05-13,B001,128000.00,31179.40,96820.60,14200693.54
2025-05-13,B002,134431.61,53657.10,80774.50,11848502.36
2025-05-13,B003,98000.00,42954.96,55045.04,8336504.91
2025-05-13,B004,98000.00,36380.13,61619.87,9281469.97
2025-05-13,B005,113971.52,39930.33,74041.19,9398380.78
2025-05-14,B001,144702.95,35235.66,109467.29,14310160.83
2025-05-14,B002,128000.00,49173.50,78826.50,11927328.86
2025-05-14,B003,98000.00,42954.96,55045.04,8391549.95
2025-05-14,B004,101671.22,37348.60,64322.61,9345792.58
2025-05-14,B005,98000.00,41959.32,56040.68,9454421.46
2025-05-15,B001,128000.00,31179.40,96820.60,14406981.43
2025-05-15,B002,128000.00,52840.42,75159.58,12002488.44
2025-05-15,B003,110276.68,46513.14,63763.54,8455313.49
2025-05-15,B004,98000.00,41430.05,56569.95,9402362.54
2025-05-15,B005,98000.00,41053.19,56946.81,9511368.27
2025-05-16,B001,128000.00,31179.40,96820.60,14503802.02
2025-05-16,B002,156043.81,60190.54,95853.28,12098341.72
2025-05-16,B003,98000.00,42954.96,55045.04,8510358.54
2025-05-16,B004,98000.00,36380.13,61619.87,9463982.40
2025-05-16,B005,111407.31,38980.20,72427.11,9583795.38
2025-05-17,B001,152134.23,34268.44,117865.79,14621667.81
2025-05-17,B002,140800.00,51974.21,88825.79,12187167.51
2025-05-17,B003,107800.00,42954.96,64845.04,8575203.58
2025-05-17,B004,111073.53,37164.44,73909.08,9537891.49
2025-05-17,B005,107800.00,42723.25,65076.75,9648872.13
2025-05-18,B001,140800.00,31179.40,109620.60,14731288.41
2025-05-18,B002,140800.00,53221.19,87578.81,12274746.33
2025-05-18,B003,116051.92,44955.38,71096.54,8646300.12
2025-05-18,B004,107800.00,41257.71,66542.29,9604433.78
2025-05-18,B005,107800.00,42163.50,65636.50,9714508.63
2025-05-19,B001,128000.00,31179.40,96820.60,14828109.00
2025-05-19,B002,155905.72,59711.62,96194.10,12370940.43
2025-05-19,B003,98000.00,48435.38,49564.62,8695864.74
2025-05-19,B004,98000.00,40340.78,57659.22,9662092.99
2025-05-19,B005,119548.66,40866.63,78682.03,9793190.66
2025-05-20,B001,134464.03,38486.63,95977.40,14924086.40
2025-05-20,B002,128000.00,49173.50,78826.50,12449766.94
2025-05-20,B003,98000.00,42954.96,55045.04,8750909.78
2025-05-20,B004,117837.56,46365.31,71472.26,9733565.25
2025-05-20,B005,98000.00,35080.92,62919.08,9856109.74
2025-05-21,B001,128000.00,31179.40,96820.60,15020907.00
2025-05-21,B002,128000.00,49173.50,78826.50,12528593.44
2025-05-21,B003,102330.83,49420.42,52910.41,8803820.19
2025-05-21,B004,98000.00,36380.13,61619.87,9795185.11
2025-05-21,B005,98000.00,41884.28,56115.72,9912225.46
2025-05-22,B001,128000.00,31179.40,96820.60,15117727.59
2025-05-22,B002,139668.39,52591.41,87076.99,12615670.43
2025-05-22,B003,98000.00,42954.96,55045.04,8858865.24
2025-05-22,B004,98000.00,41839.95,56160.05,9851345.17
2025-05-22,B005,107508.72,45447.05,62061.67,9974287.13
2025-05-23,B001,135964.56,33241.56,102722.99,15220450.59
2025-05-23,B002,128000.00,53088.85,74911.15,12690581.58
2025-05-23,B003,98000.00,42954.96,55045.04,8913910.28
2025-05-23,B004,103622.70,41712.12,61910.58,9913255.75
2025-05-23,B005,98000.00,35080.92,62919.08,10037206.21
2025-05-24,B001,140800.00,31179.40,109620.60,15330071.18
2025-05-24,B002,140800.00,52863.51,87936.49,12778518.07
2025-05-24,B003,128858.47,55254.44,73604.04,8987514.31
2025-05-24,B004,107800.00,41148.10,66651.90,9979907.65
2025-05-24,B005,107800.00,35080.92,72719.08,10109925.29
2025-05-25,B001,140800.00,31179.40,109620.60,15439691.78
2025-05-25,B002,143348.37,53641.95,89706.42,12868224.48
2025-05-25,B003,107800.00,42954.96,64845.04,9052359.36
2025-05-25,B004,107800.00,40661.28,67138.72,10047046.36
2025-05-25,B005,114942.32,42282.95,72659.37,10182584.66
2025-05-26,B001,140304.75,34446.57,105858.18,15545549.95
2025-05-26,B002,128000.00,49173.50,78826.50,12947050.99
2025-05-26,B003,98000.00,42954.96,55045.04,9107404.40
2025-05-26,B004,107351.29,44237.15,63114.14,10110160.50
2025-05-26,B005,98000.00,40227.30,57772.70,10240357.36
2025-05-27,B001,128000.00,34995.57,93004.43,15638554.39
2025-05-27,B002,128000.00,49173.50,78826.50,13025877.49
2025-05-27,B003,107724.44,53151.34,54573.10,9161977.50
2025-05-27,B004,98000.00,40222.32,57777.68,10167938.18
2025-05-27,B005,98000.00,35080.92,62919.08,10303276.44
2025-05-28,B001,128000.00,31179.40,96820.60,15735374.98
2025-05-28,B002,135231.02,54593.27,80637.75,13106515.24
2025-05-28,B003,98000.00,42954.96,55045.04,9217022.55
2025-05-28,B004,98000.00,36380.13,61619.87,10229558.05
2025-05-28,B005,121286.68,49199.38,72087.30,10375363.74
2025-05-29,B001,132488.80,32329.24,100159.56,15835534.54
2025-05-29,B002,128000.00,52713.77,75286.23,13181801.47
2025-05-29,B003,98000.00,42954.96,55045.04,9272067.59
2025-05-29,B004,113659.15,40353.79,73305.35,10302863.40
2025-05-29,B005,98000.00,35080.92,62919.08,10438282.81
2025-05-30,B001,128000.00,35084.49,92915.51,15928450.06
2025-05-30,B002,128000.00,49173.50,78826.50,13260627.97
2025-05-30,B003,108126.06,52483.39,55642.67,9327710.26
2025-05-30,B004,98000.00,40362.98,57637.02,10360500.42
2025-05-30,B005,98000.00,35080.92,62919.08,10501201.89
2025-05-31,B001,140800.00,35718.53,105081.47,16033531.52
2025-05-31,B002,150148.58,55060.37,95088.22,13355716.19
2025-05-31,B003,107800.00,42954.96,64845.04,9392555.30
2025-05-31,B004,107800.00,36380.13,71419.87,10431920.29
2025-05-31,B005,133255.04,46890.78,86364.26,10587566.15
2025-06-01,B001,149381.29,34034.41,115346.88,16148878.40
2025-06-01,B002,140800.00,49358.55,91441.45,13447157.64
2025-06-01,B003,107800.00,42939.91,64860.09,9457415.40
2025-06-01,B004,123041.00,40233.03,82807.97,10514728.26
2025-06-01,B005,107800.00,35218.67,72581.33,10660147.48
2025-06-02,B001,128000.00,31997.61,96002.39,16244880.79
2025-06-02,B002,128000.00,49358.55,78641.45,13525799.09
2025-06-02,B003,101786.70,44105.99,57680.71,9515096.11
2025-06-02,B004,98000.00,40327.97,57672.03,10572400.29
2025-06-02,B005,98000.00,39813.48,58186.52,10718333.99
2025-06-03,B001,128000.00,31997.61,96002.39,16340883.18
2025-06-03,B002,143639.90,55475.11,88164.79,13613963.88
2025-06-03,B003,98000.00,42939.91,55060.09,9570156.20
2025-06-03,B004,98000.00,36227.73,61772.27,10634172.56
2025-06-03,B005,107977.61,43594.32,64383.29,10782717.28
2025-06-04,B001,136288.17,34363.30,101924.87,16442808.05
2025-06-04,B002,128000.00,49358.55,78641.45,13692605.33
2025-06-04,B003,98000.00,42939.91,55060.09,9625216.30
2025-06-04,B004,113176.57,43943.38,69233.19,10703405.74
2025-06-04,B005,98000.00,40796.10,57203.90,10839921.18
2025-06-05,B001,128000.00,31997.61,96002.39,16538810.44
2025-06-05,B002,128000.00,49358.55,78641.45,13771246.77
2025-06-05,B003,118838.87,48342.88,70496.00,9695712.29
2025-06-05,B004,98000.00,40153.23,57846.77,10761252.52
2025-06-05,B005,98000.00,39927.66,58072.34,10897993.52
2025-06-06,B001,128000.00,31997.61,96002.39,16634812.83
2025-06-06,B002,144594.83,54337.90,90256.93,13861503.70
2025-06-06,B003,98000.00,48716.10,49283.90,9744996.19
2025-06-06,B004,98000.00,36227.73,61772.27,10823024.78
2025-06-06,B005,111651.17,42875.79,68775.38,10966768.90
2025-06-07,B001,147364.26,33449.80,113914.46,16748727.29
2025-06-07,B002,140800.00,49358.55,91441.45,13952945.15
2025-06-07,B003,107800.00,42939.91,64860.09,9809856.28
2025-06-07,B004,112232.83,41630.40,70602.43,10893627.21
2025-06-07,B005,107800.00,35218.67,72581.33,11039350.23
2025-06-08,B001,140800.00,36164.80,104635.20,16853362.49
2025-06-08,B002,140800.00,49358.55,91441.45,14044386.60
2025-06-08,B003,115984.11,44731.97,71252.14,9881108.42
2025-06-08,B004,107800.00,39332.52,68467.48,10962094.70
2025-06-08,B005,107800.00,38957.35,68842.65,11108192.88
2025-06-09,B001,128000.00,35724.27,92275.73,16945638.22
2025-06-09,B002,148526.62,57519.12,91007.50,14135394.10
2025-06-09,B003,98000.00,42939.91,55060.09,9936168.51
2025-06-09,B004,98000.00,39017.54,58982.46,11021077.16
2025-06-09,B005,116514.00,39639.51,76874.49,11185067.37
2025-06-10,B001,139944.50,38045.56,101898.94,17047537.16
2025-06-10,B002,128000.00,49358.55,78641.45,14214035.55
2025-06-10,B003,98000.00,48660.17,49339.83,9985508.35
2025-06-10,B004,111474.71,39563.69,71911.02,11092988.18
2025-06-10,B005,98000.00,41081.78,56918.22,11241985.59
2025-06-11,B001,128000.00,34764.12,93235.88,17140773.05
2025-06-11,B002,128000.00,51635.24,76364.76,14290400.31
2025-06-11,B003,115030.89,47064.14,67966.76,10053475.10
2025-06-11,B004,98000.00,39720.49,58279.51,11151267.68
2025-06-11,B005,98000.00,35218.67,62781.33,11304766.92
2025-06-12,B001,128000.00,31997.61,96002.39,17236775.44
2025-06-12,B002,137779.41,52314.23,85465.18,14375865.49
2025-06-12,B003,98000.00,42939.91,55060.09,10108535.20
2025-06-12,B004,98000.00,38923.31,59076.69,11210344.38
2025-06-12,B005,114262.93,39776.87,74486.06,11379252.98
2025-06-13,B001,141816.57,35299.47,106517.10,17343292.54
2025-06-13,B002,128000.00,51847.90,76152.10,14452017.58
2025-06-13,B003,98000.00,42939.91,55060.09,10163595.29
2025-06-13,B004,101188.97,37217.97,63971.00,11274315.38
2025-06-13,B005,98000.00,35218.67,62781.33,11442034.30
2025-06-14,B001,140800.00,31997.61,108802.39,17452094.93
2025-06-14,B002,140800.00,52234.50,88565.50,14540583.08
2025-06-14,B003,112867.44,49032.46,63834.98,10227430.27
2025-06-14,B004,107800.00,40179.12,67620.88,11341936.26
2025-06-14,B005,107800.00,35218.67,72581.33,11514615.63
2025-06-15,B001,140800.00,31997.61,108802.39,17560897.32
2025-06-15,B002,162699.58,54681.77,108017.81,14648600.89
2025-06-15,B003,107800.00,47896.66,59903.34,10287333.61
2025-06-15,B004,107800.00,36227.73,71572.27,11413508.52
2025-06-15,B005,111868.14,36239.52,75628.62,11590244.26
2025-06-16,B001,139481.96,34922.86,104559.10,17665456.42
2025-06-16,B002,128000.00,49358.55,78641.45,14727242.34
2025-06-16,B003,98000.00,42939.91,55060.09,10342393.70
2025-06-16,B004,112091.79,42864.76,69227.03,11482735.55
2025-06-16,B005,98000.00,39943.07,58056.93,11648301.19
2025-06-17,B001,128000.00,31997.61,96002.39,17761458.81
2025-06-17,B002,128000.00,51595.89,76404.11,14803646.45
2025-06-17,B003,116755.72,47452.98,69302.74,10411696.44
2025-06-17,B004,98000.00,39150.04,58849.96,11541585.51
2025-06-17,B005,98000.00,40882.52,57117.48,11705418.67
2025-06-18,B001,128000.00,31997.61,96002.39,17857461.20
2025-06-18,B002,138641.65,52649.48,85992.16,14889638.61
2025-06-18,B003,98000.00,47833.28,50166.72,10461863.17
2025-06-18,B004,98000.00,36227.73,61772.27,11603357.78
2025-06-18,B005,114671.23,45367.34,69303.89,11774722.56
2025-06-19,B001,144346.92,39417.44,104929.48,17962390.68
2025-06-19,B002,128000.00,51497.18,76502.82,14966141.42
2025-06-19,B003,98000.00,42939.91,55060.09,10516923.26
2025-06-19,B004,103995.81,41799.66,62196.15,11665553.93
2025-06-19,B005,98000.00,40515.70,57484.30,11832206.86
2025-06-20,B001,128000.00,34835.42,93164.58,18055555.26
2025-06-20,B002,128000.00,52426.98,75573.02,15041714.45
2025-06-20,B003,107854.05,45564.70,62289.35,10579212.62
2025-06-20,B004,98000.00,40062.02,57937.98,11723491.91
2025-06-20,B005,98000.00,35218.67,62781.33,11894988.19
2025-06-21,B001,140800.00,31997.61,108802.39,18164357.65
2025-06-21,B002,156089.86,52869.79,103220.07,15144934.52
2025-06-21,B003,107800.00,42939.91,64860.09,10644072.71
2025-06-21,B004,107800.00,36227.73,71572.27,11795064.18
2025-06-21,B005,112398.52,36379.95,76018.57,11971006.75
2025-06-22,B001,155359.81,38645.49,116714.32,18281071.97
2025-06-22,B002,140800.00,49358.55,91441.45,15236375.96
2025-06-22,B003,107800.00,47990.45,59809.55,10703882.26
2025-06-22,B004,129730.44,41282.24,88448.20,11883512.37
2025-06-22,B005,107800.00,35218.67,72581.33,12043588.08
2025-06-23,B001,128000.00,31997.61,96002.39,18377074.36
2025-06-23,B002,128000.00,49358.55,78641.45,15315017.41
2025-06-23,B003,102719.40,48500.50,54218.91,10758101.17
2025-06-23,B004,98000.00,36227.73,61772.27,11945284.64
2025-06-23,B005,98000.00,35218.67,62781.33,12106369.41
2025-06-24,B001,128000.00,36101.30,91898.70,18468973.06
2025-06-24,B002,139515.58,52883.74,86631.83,15401649.24
2025-06-24,B003,98000.00,42939.91,55060.09,10813161.26
2025-06-24,B004,98000.00,39579.66,58420.34,12003704.98
2025-06-24,B005,107304.36,42769.71,64534.66,12170904.07
2025-06-25,B001,144189.54,36110.43,108079.11,18577052.17
2025-06-25,B002,128000.00,49358.55,78641.45,15480290.69
2025-06-25,B003,98000.00,42939.91,55060.09,10868221.35
2025-06-25,B004,109077.12,42300.99,66776.13,12070481.11
2025-06-25,B005,98000.00,40199.31,57800.69,12228704.76
2025-06-26,B001,128000.00,31997.61,96002.39,18673054.56
2025-06-26,B002,128000.00,49358.55,78641.45,15558932.14
2025-06-26,B003,106411.05,50362.22,56048.83,10924270.19
2025-06-26,B004,98000.00,38925.16,59074.84,12129555.96
2025-06-26,B005,98000.00,35218.67,62781.33,12291486.09
2025-06-27,B001,128000.00,34899.34,93100.66,18766155.22
2025-06-27,B002,145429.49,53566.02,91863.46,15650795.60
2025-06-27,B003,98000.00,46931.85,51068.15,10975338.34
2025-06-27,B004,98000.00,36227.73,61772.27,12191328.22
2025-06-27,B005,106368.66,37806.95,68561.71,12360047.80
2025-06-28,B001,149156.70,38461.44,110695.26,18876850.48
2025-06-28,B002,140800.00,52081.67,88718.33,15739513.93
2025-06-28,B003,107800.00,42939.91,64860.09,11040198.44
2025-06-28,B004,117932.10,38895.28,79036.82,12270365.05
2025-06-28,B005,107800.00,35218.67,72581.33,12432629.13
2025-06-29,B001,140800.00,31997.61,108802.39,18985652.87
2025-06-29,B002,140800.00,49358.55,91441.45,15830955.37
2025-06-29,B003,118200.98,49599.85,68601.14,11108799.57
2025-06-29,B004,107800.00,39464.81,68335.19,12338700.24
2025-06-29,B005,107800.00,35218.67,72581.33,12505210.46
2025-06-30,B001,128000.00,31997.61,96002.39,19081655.26
